goods_no,카테고리,brand,name,주요사양,sale_price,구성품수,성분수,커버리지%,효능태그,고시기능성성분,표기함량,향료,알레르기유발착향,공인근거비율%,보습,유연,밀폐보습,장벽강화,진정,항산화,미백,주름개선,피지조절,피지흡착,여드름,각질제거,자외선차단,재생,탄력,코메도점수,코메도성분,에센셜오일,무향판정
A000000150816,로션,아크네스,[산뜻촉촉] 아크네스 모이스처 플루이드 150ml,"무색, 무향",9900,1,44,98,보습|장벽강화|밀폐보습|유연|각질제거|피지흡착|진정|항산화|자외선차단,자외선차단:징크옥사이드,,N,0,89,11,4,8,4,4,5,0,0,0,3,0,2,1,0,0,0,,0,Y
A000000184789,로션,라운드랩,[민감진정] 라운드랩 소나무 진정 시카 로션 250ml,모든 피부용,21200,1,33,100,보습|장벽강화|유연|항산화|진정|밀폐보습|피지흡착,,소나무잎추출물 0.5012%; 병풀추출물 61.12ppm; 글라이코프로테인 1.002ppm; 아시아티코사이드 0.05ppm; 아시아틱애씨드 0.05ppm; 마데카소사이드 0.05ppm; 마데카식애씨드 0.05ppm,N,0,85,11,5,1,5,4,9,0,0,0,1,0,0,0,0,0,0,,0,Y
A000000247595,로션,오브제,[덱스PICK/1등올인원] 오브제 올인원 3종 (보습/모공/브라이트닝),모든 피부 타입,20900,3,120,100,유연|보습|장벽강화|미백|밀폐보습|항산화|주름개선|진정,"미백:나이아신아마이드, 미백:알부틴, 주름개선:아데노신",나이아신아마이드 5%; 판테놀 0.5%; 아스코빅애씨드 20ppm; 토코페롤 0.25ppm,Y,0,86,26,20,9,17,12,23,7,2,0,0,0,0,0,0,0,2,올레익애씨드;아이소프로필미리스테이트,1,N
A000000203992,로션,라끄베르,라끄베르 옴므 리차지 올인원 에센스 150ml 1+1 기획,모든피부용,19900,1,26,100,보습|장벽강화|유연|미백|피지조절|주름개선|진정|항산화,"미백:나이아신아마이드, 주름개선:아데노신",,Y,4,100,10,5,0,3,2,2,2,1,1,0,0,0,0,0,0,0,,0,N
A000000145835,로션,플리프,플리프 시카-알로에 카밍 올인원 로션 200ml (트러블 피부용),모든 피부타입,18800,1,40,100,유연|보습|항산화|진정|장벽강화|미백|밀폐보습|피지조절|피지흡착,미백:나이아신아마이드,알로에베라잎추출물 77%; 병풀추출물 3%,N,0,90,14,5,8,7,9,14,4,0,1,1,0,0,0,0,0,0,,0,Y
A000000216470,로션,마몽드,[보습장벽] 마몽드 프로바이오틱스 세라마이드 에멀젼 150ml,"건성, 모든피부, 민감성",18750,1,42,98,보습|장벽강화|밀폐보습|유연|피지흡착|진정|항산화|주름개선,주름개선:아데노신,세라마이드엔피 21.2ppm; 하이드록시프로필비스라우라마이드엠이에이 10ppm; 하이드록시프로필비스팔미타마이드엠이에이 10ppm; 락토바실러스발효용해물 10ppm,Y,0,90,7,15,10,7,3,5,0,1,0,1,0,0,0,0,0,0,,1,N
A000000228955,로션,토리든,[NEW] 토리든 밸런스풀 포맨 시카 오일프리 로션 200ml,모든 피부 타입,18400,1,39,100,보습|장벽강화|미백|항산화|진정|주름개선|탄력|재생|피지흡착|밀폐보습,미백:나이아신아마이드,병풀추출물 0.01%,N,0,85,8,0,1,6,9,14,4,1,0,1,0,0,0,1,1,0,,0,Y
A000000223266,로션,비플레인,[산뜻촉촉]비플레인 시카테롤 올인원 200ml 기획/단품 2종 택1,모든 피부용,18000,1,57,100,보습|장벽강화|밀폐보습|미백|유연|피지흡착|주름개선|항산화|진정|피지조절,"미백:나이아신아마이드, 주름개선:아데노신",병풀추출물 0.014%,N,0,91,15,13,5,4,6,7,3,1,1,2,0,0,0,0,0,0,,2,N
A000000121268,로션,싸이닉,싸이닉 더 심플 데일리 로션 145ml,모든피부용,7900,1,15,100,유연|보습|장벽강화|피지조절|진정|항산화|밀폐보습,,,N,0,80,4,5,2,5,2,4,0,0,2,0,0,0,0,0,0,0,,0,Y
A000000183230,로션,라운드랩,[건성피부/보습케어] 라운드랩 포 맨 1025 독도 올인원 플루이드 200ml,모든 피부용,17000,1,37,97,밀폐보습|보습|장벽강화|항산화|진정|유연,,,N,0,86,10,3,7,3,3,5,0,0,0,0,0,0,0,0,0,0,,0,Y
A000000197722,로션,라운드랩,[지성피부/유분케어] 라운드랩 포 맨 1025 독도 올인원 젤로션 200ml,모든 피부용,17000,1,38,100,유연|보습|피지조절|진정|항산화|장벽강화|밀폐보습|피지흡착,,,N,0,97,15,5,1,4,7,10,0,0,5,1,0,0,0,0,0,0,,2,N
A000000222773,로션,아이디얼포맨,[7년 연속 1위] 아이디얼포맨 퍼펙트 올인원 150ml 단품/기획,모든 피부타입,16800,3,112,100,보습|장벽강화|유연|미백|피지조절|진정|항산화|주름개선|밀폐보습,"미백:나이아신아마이드, 주름개선:레티놀, 주름개선:아데노신",,Y,0,92,30,11,3,12,9,12,2,2,3,0,0,0,0,0,0,1,미리스틱애씨드,0,N
A000000248724,로션,듀이트리,[모공피지순삭/수분진정] 듀이트리 AC 딥 맨즈 카밍 포어 올인원 200ml 기획 (+20ml),모든 피부용,16500,1,70,97,보습|장벽강화|미백|유연|항산화|주름개선|밀폐보습|진정|피지조절,"미백:나이아신아마이드, 주름개선:아데노신",,Y,0,87,21,10,4,7,14,22,4,1,3,0,0,0,0,0,0,0,,1,N
A000000203855,로션,비욘드,[유수분밸런스] 비욘드 엔젤아쿠아 보습 장벽 로션 200ml,모든피부용,16060,1,58,100,보습|장벽강화|밀폐보습|유연|항산화|진정|각질제거|피지조절,,,Y,3,95,16,11,10,7,4,7,0,0,1,0,0,1,0,0,0,2,시어버터,0,N
A000000174384,로션,포엘리에,[수분/탄력] 포엘리에 옴므 5 IN 1 미백 주름 기능성 올인원 남자 로션 150ml,모든 피부용,15900,1,34,100,보습|장벽강화|미백|밀폐보습|유연|진정|항산화|주름개선,"미백:나이아신아마이드, 주름개선:아데노신",,Y,4,94,9,2,3,3,2,3,3,1,0,0,0,0,0,0,0,0,,0,N
A000000208897,로션,아이디얼포맨,아이디얼 포 맨 퍼펙트 탄력 로션 150mL,모든피부용,15900,1,58,100,보습|장벽강화|밀폐보습|미백|유연|항산화|진정|주름개선|피지흡착|각질제거|탄력|재생,"미백:나이아신아마이드, 주름개선:레티놀, 주름개선:아데노신",,N,0,74,20,7,9,5,8,11,2,3,0,1,0,1,0,1,1,1,시어버터,0,Y
A000000103320,로션,코스알엑스,코스알엑스 오일-프리 울트라 모이스쳐라이징 로션 100ml,모든 피부 사용,15200,1,19,100,진정|항산화|보습|장벽강화|밀폐보습|각질제거,,,N,0,95,11,0,5,7,3,3,0,0,0,0,0,1,0,0,0,0,,0,Y
A000000255383,로션,더샘,[여름화잘먹/프렙로션] 더샘 스킨 프렙 밸런싱 밀크 로션 155ml,모든피부용,14900,1,41,100,미백|밀폐보습|보습|장벽강화|유연|주름개선|진정|항산화,"미백:나이아신아마이드, 주름개선:아데노신",,N,0,90,9,8,5,4,2,1,4,1,0,0,0,0,0,0,0,2,에틸헥실팔미테이트,0,Y
A000000225943,로션,아이디얼포맨,[개기름박멸]아이디얼포맨 프레시 올인원 150ml 단품/기획,모든 피부타입,11800,1,36,100,보습|미백|유연|장벽강화|밀폐보습|진정|항산화|주름개선,"미백:나이아신아마이드, 주름개선:아데노신",,Y,0,94,12,5,3,3,8,10,2,1,0,0,0,0,0,0,0,0,,0,N
A000000141317,로션,디오디너리,[보습크림] 디오디너리 내추럴 모이스처라이징 팩터스 + HA 30ml,모든피부타입,10200,1,45,100,밀폐보습|보습|장벽강화|각질제거|진정|항산화,,,N,0,96,16,0,5,7,1,1,0,0,0,0,0,1,0,0,0,1,올레익애씨드,0,Y
A000000247042,로션,온그리디언츠,온그리디언츠 스킨 베리어 카밍 로션 이엑스 스틱포 4ml*5ea,모든 피부,3800,1,59,98,보습|장벽강화|밀폐보습|유연|항산화|진정|주름개선|탄력|재생,,,N,0,81,19,5,7,10,8,11,0,8,0,0,0,0,0,8,8,0,,0,Y
A000000011086,로션,엠도씨,엠도씨 화이트닝 스킨 플러스 로션 150ml,■ 모든 피부용,18400,1,57,96,피지조절|보습|장벽강화|항산화|미백|진정|유연|밀폐보습|주름개선,"미백:알부틴, 주름개선:아데노신",,Y,7,84,21,6,1,12,9,18,3,1,7,0,0,0,0,0,0,0,,0,N
A000000104173,로션,크리니크,크리니크 노란에센스로션 125ml,건복합성/건성,49300,2,22,100,유연|밀폐보습|장벽강화|보습|진정|항산화|각질제거|피지흡착,,,N,0,95,6,5,9,9,4,4,0,0,0,1,0,1,0,0,0,6,미네랄오일;페트롤라툼,0,Y
A000000104176,로션,크리니크,크리니크 노란에센스젤 125ml,지복합성/지성,49300,2,33,100,밀폐보습|장벽강화|보습|피지조절|진정|항산화|각질제거|피지흡착|유연,,,N,0,94,9,1,4,6,5,6,0,0,2,3,0,2,0,0,0,0,,0,Y
A000000104972,로션,크리니크,크리니크 포 맨 모이스춰라이징 로션 100ml,건복합성/건성,55250,1,22,100,유연|밀폐보습|장벽강화|보습|진정|항산화|각질제거|피지흡착,,,N,0,95,6,5,9,9,4,4,0,0,0,1,0,1,0,0,0,6,미네랄오일;페트롤라툼,0,Y
A000000115386,로션,크리니크,크리니크 드라마티컬리 디퍼런트 하이드레이팅 젤리 125ml,모든 피부 타입,49300,1,30,100,보습|장벽강화|유연|진정|항산화|각질제거|피지흡착|밀폐보습,,,N,0,93,14,5,1,3,9,9,0,0,0,2,0,2,0,0,0,0,,0,Y
A000000137470,로션,바르테라,바르테라 올인원 젤 모이스춰라이저,모든 타입,22400,1,44,100,보습|장벽강화|미백|밀폐보습|진정|항산화|유연|피지조절|주름개선|피지흡착,"미백:나이아신아마이드, 주름개선:아데노신",,Y,1,95,4,3,3,6,13,14,3,1,2,1,0,0,0,0,0,0,,1,N
A000000137652,로션,라네즈,[촉촉로션] 라네즈옴므 액티브워터 모이스처라이저 125ml,모든피부,18900,1,38,100,보습|장벽강화|밀폐보습|유연|진정|항산화,,,Y,4,87,6,8,9,6,2,3,0,0,0,0,0,0,0,0,0,2,시어버터,0,N
A000000141309,로션,디오디너리,[보습크림] 디오디너리 내추럴 모이스처라이징 팩터스 + HA 100ml,모든피부타입,19000,1,45,100,밀폐보습|보습|장벽강화|각질제거|진정|항산화,,,N,0,96,16,0,5,7,1,1,0,0,0,0,0,1,0,0,0,1,올레익애씨드,0,Y
A000000142618,로션,크리니크,크리니크 포맨 맥시멈 하이드레이터 72-아워 오토-리플레니싱 하이드레이터,모든 피부 타입,41650,1,40,100,밀폐보습|장벽강화|보습|유연|피지조절|항산화|진정|미백,미백:마그네슘아스코빌포스페이트,,N,0,92,18,6,3,9,2,8,1,0,2,0,0,0,0,0,0,0,,0,Y
A000000143196,로션,라네즈,[탄력로션] 라네즈옴므 블루에너지 에센스인로션 125ml,모든피부,22400,1,26,96,보습|장벽강화|밀폐보습|유연|피지흡착|주름개선|진정|항산화,주름개선:아데노신,,Y,0,92,7,6,2,5,1,1,0,1,0,2,0,0,0,0,0,0,,0,N
A000000144041,로션,폴라초이스,폴라초이스 스킨 발란싱 수분 젤 60ml,"피지분비가 많은 중성∙지성∙복합성을 위한 산뜻한 수분 젤 •끈적임 없이 가볍고 흡수력이 빠른 젤 제형 •식물성 항산화제 성분과 비타민C·E 성분 함유 •피부 보습과 피부 장벽 강화로 기초 체력을 탄탄하게 •피부톤 & 모공 케어에 도움을 주는 나이아신아마이드 성분 함유 •피부타입: 지성피부, 복합성피부",46400,1,28,96,유연|보습|장벽강화|미백|항산화|피지조절|밀폐보습|진정,미백:나이아신아마이드,,N,0,89,6,9,4,4,1,7,3,0,2,0,0,0,0,0,0,0,,0,Y
A000000144618,로션,라끄베르,라끄베르 옴므 리차지 시카 올인원 에센스 150ml 기획 (+30ml 증정),■ 모든피부타입,19900,1,38,100,미백|유연|밀폐보습|보습|장벽강화|피지조절|주름개선|피지흡착|진정|항산화,"미백:나이아신아마이드, 주름개선:아데노신",판테놀 0.5%; 병풀잎추출물 10ppm,Y,4,97,8,10,7,3,3,3,3,1,1,1,0,0,0,0,0,0,,0,N
A000000144917,로션,하다라보,[쫀쫀고보습에멀전] 하다라보 고쿠쥰 밀크 140mL,강력한 보습과 약해진 피부장벽까지 케어하는 쫀득쫀득한 고보습 에멀젼,17000,1,22,91,보습|장벽강화|밀폐보습|유연,,,N,0,86,9,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,Y
A000000146263,로션,하다라보,[8종히알루론산] 하다라보 고쿠쥰 프리미엄 밀크 140mL,6중 히알루론산과 사크란 성분이 극건성 피부에 촉촉한 미라클 보습을 선사하는 프리미엄 고보습 모이스처라이저,14000,1,28,96,보습|장벽강화|밀폐보습|유연|피지흡착,,,N,0,89,11,1,8,6,0,0,0,0,0,1,0,0,0,0,0,0,,0,Y
A000000146808,로션,싸이닉,싸이닉 파워 옴므 플루이드 더블 기획 (150ml+150ml),모든피부용,17800,1,35,100,유연|피지조절|보습|장벽강화|미백|피지흡착|진정|항산화|밀폐보습|주름개선,"미백:나이아신아마이드, 주름개선:아데노신",,Y,0,86,3,5,6,3,5,9,2,1,4,2,0,0,0,0,0,0,,2,N
A000000146894,로션,싸이닉,싸이닉 아쿠아 옴므 올인원 플루이드 100ml,모든피부용,11200,1,51,100,자외선차단|밀폐보습|미백|피지흡착|유연|보습|장벽강화|진정|항산화|피지조절|주름개선,"미백:나이아신아마이드, 자외선차단:디에칠아미노하이드록시벤조일헥실벤조에이트, 자외선차단:비스-에칠헥실옥시페놀메톡시페닐트리아진, 자외선차단:에칠헥실메톡시신나메이트, 자외선차단:에칠헥실살리실레이트, 자외선차단:페닐벤즈이미다졸설포닉애씨드, 주름개선:아데노신",,Y,0,96,6,4,4,3,9,13,2,1,1,2,0,0,13,0,0,0,,1,N
A000000146896,로션,싸이닉,싸이닉 아쿠아 옴므 올인원 모이스처라이저 100ml,모든피부용,11200,1,41,100,보습|장벽강화|피지조절|유연|미백|밀폐보습|진정|항산화|주름개선,"미백:나이아신아마이드, 주름개선:아데노신",,Y,0,93,13,7,3,8,6,7,2,1,3,0,0,0,0,0,0,0,,1,N
A000000147661,로션,AHC,AHC 온리 포맨 로션 150ml,모든 피부용,25000,1,75,97,보습|장벽강화|밀폐보습|미백|유연|진정|항산화|피지조절|각질제거|주름개선|탄력|재생,"미백:나이아신아마이드, 주름개선:아데노신",,Y,0,85,17,15,7,12,24,26,3,2,3,0,0,1,0,1,1,0,,0,N
A000000150214,로션,아크네스,[폼클렌저 150g증정] 아크네스포맨퍼펙트올인원 기획(본품 200ml+폼클렌저 150g),남성 트러블케어,19900,1,96,99,진정|항산화|유연|보습|장벽강화|미백|밀폐보습|피지흡착|주름개선|각질제거|여드름,"미백:나이아신아마이드, 여드름:살리실릭애씨드, 주름개선:아데노신",,N,3,93,21,7,4,12,15,22,2,1,0,1,1,1,0,0,0,3,미리스틱애씨드;미리스틱애씨드;라우릭애씨드,2,N
A000000152286,로션,마녀공장,마녀공장 비피다 바이옴 앰플 로션 300ml,모든 피부용,19900,1,40,100,보습|장벽강화|미백|밀폐보습|유연|각질제거|진정|항산화|주름개선,"미백:나이아신아마이드, 주름개선:아데노신",비피다발효용해물 0.0568%,N,0,95,12,10,7,4,2,3,3,1,0,0,0,3,0,0,0,0,,2,N
A000000154199,로션,비알티씨,BRTC 파워 옴므 올인원 솔루션 더블 기획(200mlX2),모든 피부 타입,46080,1,54,100,보습|장벽강화|피지조절|미백|밀폐보습|유연|항산화|주름개선|진정,"미백:나이아신아마이드, 주름개선:아데노신",,Y,1,91,14,4,4,12,12,15,3,1,7,0,0,0,0,0,0,0,,1,N
A000000154626,로션,달팡,달팡 인트랄 액티브 스태빌라이징 로션 100ml,모든피부타입,59260,1,60,100,유연|밀폐보습|보습|장벽강화|항산화|진정|미백|각질제거|여드름,여드름:살리실릭애씨드,,Y,0,87,8,7,11,6,16,22,1,0,0,0,1,3,0,0,0,1,코코넛야자오일,0,N
A000000155995,로션,포맨트,포맨트 시그니처 올인원 에센스 모이스처 플러스 150ml,모든피부용,23200,1,54,100,보습|장벽강화|미백|밀폐보습|유연|항산화|주름개선|피지흡착|진정|탄력|재생,"미백:나이아신아마이드, 주름개선:아데노신",,Y,0,91,20,5,7,6,3,7,2,9,0,1,0,0,0,8,8,1,시어버터,1,N
A000000158113,로션,랩시리즈,랩시리즈 올-인-원 훼이스 트리트먼트 50ml,모든 피부 타입용,49000,1,40,100,밀폐보습|유연|피지흡착|보습|진정|항산화|피지조절|각질제거|장벽강화,,,Y,0,90,7,3,7,3,7,9,0,0,2,3,0,1,0,0,0,1,리놀레닉애씨드,1,N
A000000161776,로션,우르오스,[단독기획] 우르오스 중건성 페이셜케어 기획세트(스킨밀크200ml+페이스워시100g),■ 중건성 피부를 위한 밀크타입 스킨케어 [ 2 in 1 ],34320,1,54,93,보습|장벽강화|피지조절|유연|각질제거|진정|항산화,,,N,2,87,9,7,0,3,1,1,0,0,3,0,0,1,0,0,0,0,,7,N
A000000161778,로션,우르오스,[단독특가] 우르오스 페이셜케어 기획세트 중건성&지복합성 2종 택1,■ 중건성 or 지복합성 피부를 위한 스킨케어 [ 2 in 1 ],34320,1,78,94,보습|장벽강화|피지조절|유연|각질제거|진정|항산화,,,N,2,86,15,9,0,4,1,1,0,0,4,0,0,1,0,0,0,0,,10,N
A000000162054,로션,라네즈,[보습장벽] 라네즈 워터뱅크 블루히알루로닉 에멀젼(중건성) 120ml,모든 피부,28800,1,32,97,유연|밀폐보습|보습|장벽강화|미백|피지흡착|진정|항산화,미백:나이아신아마이드,하이드롤라이즈드하이알루로닉애씨드 0.02%,Y,0,97,6,13,5,3,2,3,1,0,0,1,0,0,0,0,0,3,시어버터;미리스틱애씨드,0,N
A000000165551,로션,라끄베르,라끄베르 옴므 리차지 올인원 에센스 150ml 기획 (+30ml 증정),모든피부용,19900,1,26,100,보습|장벽강화|유연|미백|피지조절|주름개선|진정|항산화,"미백:나이아신아마이드, 주름개선:아데노신",,Y,4,100,10,5,0,3,2,2,2,1,1,0,0,0,0,0,0,0,,0,N
A000000166427,로션,랩시리즈,랩시리즈 올인원 디펜스 로션 SPF35 PA++++ 50ml,모든 피부 타입용,58000,1,56,98,자외선차단|피지흡착|유연|밀폐보습|장벽강화|보습|각질제거|진정|항산화|피지조절|미백,"자외선차단:부틸메톡시디벤조일메탄, 자외선차단:에칠헥실살리실레이트, 자외선차단:옥토크릴렌, 자외선차단:호모살레이트",,Y,0,86,13,9,5,6,8,9,1,0,1,2,0,1,11,0,0,0,,0,N
A000000166474,로션,크리니크,크리니크 포맨 오일-프리 모이스춰라이저 100ml,지성/지복합성,55250,1,34,100,밀폐보습|장벽강화|보습|피지조절|진정|항산화|각질제거|피지흡착|유연,,,N,0,94,7,1,4,6,5,6,0,0,2,2,0,1,0,0,0,0,,0,Y
A000000166822,로션,아크네스,[피지저격/진정케어] 아크네스 포맨 퍼펙트 올인원 크림 200ml,모든 피부,28000,1,58,100,보습|장벽강화|유연|미백|밀폐보습|진정|항산화|주름개선,"미백:나이아신아마이드, 주름개선:아데노신",,N,0,91,17,11,5,8,8,12,2,1,0,0,0,0,0,0,0,1,에틸헥실팔미테이트,0,Y
A000000169182,로션,피지오겔,피지오겔 DMT 포맨 플루이드 100ml (단품/기획),모든피부용,35000,1,26,96,보습|장벽강화|밀폐보습|유연|미백|진정|항산화|주름개선|탄력|재생,미백:나이아신아마이드,,N,0,88,13,2,5,4,2,1,2,1,0,0,0,0,0,1,1,0,,0,Y
A000000170034,로션,라네즈,라네즈옴므 크림스킨 옴므 올인원 150ml 기획 (+25+25ml),모든피부,19600,1,19,100,보습|장벽강화|밀폐보습|피지조절|유연|진정|항산화,,,N,0,89,7,4,4,4,2,4,0,0,4,0,0,0,0,0,0,0,,0,Y
A000000173672,로션,미프,미프 비타맥스 올인원 로션 리필 세트 기획 (본품 200ml+리필 150ml*2ea),리필이 가능한 가성비 최상의 올인원 로션 모든 피부타입 사용 가능,34900,18,49,94,보습|장벽강화|밀폐보습|미백|유연|진정|항산화|피지흡착|주름개선,"미백:나이아신아마이드, 주름개선:아데노신",,Y,2,82,19,8,6,3,6,6,3,1,0,1,0,0,0,0,0,0,,0,N
